Indicador,Valor,Unidad de medida,Definición,Mes,Año,Empresa
Ingreso Materia Prima Bruta Propia,1535990.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,5,2021,Blue Shell
Ingreso Materia Prima Neta Propia,1360721.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,5,2021,Blue Shell
Unidades por kilo mmpp propia*,64.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,5,2021,Blue Shell
Ingreso Materia Prima Bruta Terceros,3426891.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,5,2021,Blue Shell
Ingreso Materia Prima Neta Terceros,3049516.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,5,2021,Blue Shell
Unidades por kilo mmpp terceros*,66.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,5,2021,Blue Shell
Ingreso Materia Prima Bruta Propia,1702690.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,6,2021,Blue Shell
Ingreso Materia Prima Neta Propia,1485184.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,6,2021,Blue Shell
Unidades por kilo mmpp propia*,56.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,6,2021,Blue Shell
Ingreso Materia Prima Bruta Terceros,3202770.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,6,2021,Blue Shell
Ingreso Materia Prima Neta Terceros,2878760.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,6,2021,Blue Shell
Unidades por kilo mmpp terceros*,64.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,6,2021,Blue Shell
Ingreso Materia Prima Bruta Propia,2014570.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,7,2021,Blue Shell
Ingreso Materia Prima Neta Propia,1658567.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,7,2021,Blue Shell
Unidades por kilo mmpp propia*,49.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,7,2021,Blue Shell
Ingreso Materia Prima Bruta Terceros,2724160.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,7,2021,Blue Shell
Ingreso Materia Prima Neta Terceros,2446999.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,7,2021,Blue Shell
Unidades por kilo mmpp terceros*,70.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,7,2021,Blue Shell
Ingreso Materia Prima Bruta Propia,907810.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,8,2021,Blue Shell
Ingreso Materia Prima Neta Propia,782004.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,8,2021,Blue Shell
Unidades por kilo mmpp propia*,55.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,8,2021,Blue Shell
Ingreso Materia Prima Bruta Terceros,1747930.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,8,2021,Blue Shell
Ingreso Materia Prima Neta Terceros,1584996.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,8,2021,Blue Shell
Unidades por kilo mmpp terceros*,66.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,8,2021,Blue Shell
Ingreso Materia Prima Bruta Propia,0.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,9,2021,Blue Shell
Ingreso Materia Prima Neta Propia,0.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,9,2021,Blue Shell
Ingreso Materia Prima Bruta Terceros,0.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,9,2021,Blue Shell
Ingreso Materia Prima Neta Terceros,0.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,9,2021,Blue Shell
