Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Año,Empresa
Media Concha,40-60 UNI/KG,480.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Manuelita
Entero,NATURAL,88230.46,Kilos,Kg netos del producto empacados en el mes*,2,2021,Manuelita
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Manuelita
Rendimiento Olla mmpp Propia,,0.3048338231056477,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Manuelita
Rendimiento Olla mmpp Terceros,,0.30080434501808734,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Manuelita
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Manuelita
Media Concha,40-60 UNI/KG,1670.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Manuelita
Entero,NATURAL,68185.90000000001,Kilos,Kg netos del producto empacados en el mes*,3,2021,Manuelita
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Manuelita
Rendimiento Olla mmpp Propia,,0.2759944743281165,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Manuelita
Rendimiento Olla mmpp Terceros,,0.26647105529580983,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Manuelita
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Sudmaris
Media Concha,40-60 UNI/KG,6138.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Sudmaris
Entero,NATURAL,192210.06,Kilos,Kg netos del producto empacados en el mes*,1,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.2711,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.31,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Media Concha,40-60 UNI/KG,14421.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Entero,NATURAL,211841.58,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.2758,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.34731380753138075,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Media Concha,40-60 UNI/KG,6897.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Entero,NATURAL,271980.38,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.2787,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.3245,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Media Concha,40-60 UNI/KG,4510.0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Entero,NATURAL,196889.36,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.2825,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.2903425925925927,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Media Concha,40-60 UNI/KG,3564.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Entero,NATURAL,159207.49,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.24657564575645757,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.26952879999999974,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Media Concha,40-60 UNI/KG,4532.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Entero,NATURAL,203453.14,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.2287,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.2781,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Media Concha,40-60 UNI/KG,473.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Entero,NATURAL,238478.97,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.20569753086419745,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.25738111888111903,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Media Concha,40-60 UNI/KG,99.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Entero,NATURAL,296414.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.22375757575757574,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.23223076923076932,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Sudmaris
Entero,NATURAL,247903.46,Kilos,Kg netos del producto empacados en el mes*,9,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,9,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.2109,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,10,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,10,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,10,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,10,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,10,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,11,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,11,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,11,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,12,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,12,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,12,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Sudmaris
Entero,NATURAL,126474.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.288,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.312,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Entero,NATURAL,16070.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.292,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.336,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Entero,NATURAL,90729.0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.273,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.288,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Entero,NATURAL,84367.0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.236,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.271,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Entero,NATURAL,106624.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.211,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.24,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Entero,NATURAL,146998.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.209,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.234,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Entero,NATURAL,148262.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.18373429291671667,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.21272189322513005,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Entero,NATURAL,27082.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.16870902194873685,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.1983892672284347,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,9,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,10,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,10,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,10,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,10,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,10,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,11,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,11,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,11,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2021,Sudmaris
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,12,2021,Sudmaris
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,12,2021,Sudmaris
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,12,2021,Sudmaris
Rendimiento Olla mmpp Propia,,0.0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2021,Sudmaris
Rendimiento Olla mmpp Terceros,,0.0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2021,Sudmaris
