Indicador,Valor,Unidad de medida,Definición,Mes,Año,Empresa
Unidades por kilo mmpp propia*,79.0,,,7,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,2391040.0,,,7,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,3084035.0,,,7,2020,Blue Shell
Unidades por kilo mmpp terceros*,72.0,,,7,2020,Blue Shell
rechazo propio,0.132,,,7,2020,Blue Shell
rechazo terceros,0.101,,,7,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,3394830.0,,,7,2020,Blue Shell
rechazo propio,0.11330383431477516,,,7,2020,Blue Shell
rechazo terceros,0.09154950321518308,,,7,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,2391040.0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,,7,2020,Blue Shell
Ingreso Materia Prima Neta Propia,2120126.0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,,7,2020,Blue Shell
Unidades por kilo mmpp propia*,79.0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,,7,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,3394830.0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,,7,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,3084035.0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,,7,2020,Blue Shell
Unidades por kilo mmpp terceros*,72.0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,,7,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,2391040.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,7,2020,Blue Shell
Ingreso Materia Prima Neta Propia,2120126.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,7,2020,Blue Shell
Unidades por kilo mmpp propia*,79.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,7,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,3394830.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,7,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,3084035.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,7,2020,Blue Shell
Unidades por kilo mmpp terceros*,72.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,7,2020,Blue Shell
Ingreso Materia Prima Neta Propia,,,,8,2020,Blue Shell
Unidades por kilo mmpp propia*,,,,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,,,,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,,,,8,2020,Blue Shell
rechazo propio,,,,8,2020,Blue Shell
rechazo terceros,,,,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,,,,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,,,,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1672390.0,,,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1469488.0,,,8,2020,Blue Shell
Unidades por kilo mmpp propia*,74.0,,,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1679050.0,,,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1498427.0,,,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,77.0,,,8,2020,Blue Shell
rechazo propio,0.12132457142173775,,,8,2020,Blue Shell
rechazo terceros,0.10757452130669129,,,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1672390.0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1469488.0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,,8,2020,Blue Shell
Unidades por kilo mmpp propia*,74.0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1679050.0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1498427.0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,77.0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,,8,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1672390.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1469488.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,8,2020,Blue Shell
Unidades por kilo mmpp propia*,74.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,8,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1679050.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,8,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1498427.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,8,2020,Blue Shell
Unidades por kilo mmpp terceros*,77.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,8,2020,Blue Shell
Ingreso Materia Prima Neta Propia,,,,9,2020,Blue Shell
Unidades por kilo mmpp propia*,,,,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,,,,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,,,,9,2020,Blue Shell
rechazo propio,,,,9,2020,Blue Shell
rechazo terceros,,,,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,,,,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,,,,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,204600.0,,,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,183895.0,,,9,2020,Blue Shell
Unidades por kilo mmpp propia*,67.0,,,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,131990.0,,,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,119441.0,,,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,76.0,,,9,2020,Blue Shell
rechazo propio,0.10119745845552297,,,9,2020,Blue Shell
rechazo terceros,0.09507538449882567,,,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,204600.0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,183895.0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,,9,2020,Blue Shell
Unidades por kilo mmpp propia*,67.0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,131990.0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,119441.0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,76.0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,,9,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,204600.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,183895.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,9,2020,Blue Shell
Unidades por kilo mmpp propia*,67.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,9,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,131990.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,9,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,119441.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,9,2020,Blue Shell
Unidades por kilo mmpp terceros*,76.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,9,2020,Blue Shell
Ingreso Materia Prima Neta Propia,,,,10,2020,Blue Shell
Unidades por kilo mmpp propia*,,,,10,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,,,,10,2020,Blue Shell
Unidades por kilo mmpp terceros*,,,,10,2020,Blue Shell
rechazo propio,,,,10,2020,Blue Shell
rechazo terceros,,,,10,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,,,,10,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,,,,10,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0.0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,,10,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0.0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,,10,2020,Blue Shell
Unidades por kilo mmpp propia*,0.0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,,10,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0.0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,,10,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0.0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,,10,2020,Blue Shell
Unidades por kilo mmpp terceros*,0.0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,,10,2020,Blue Shell
rechazo propio,0.0,,,10,2020,Blue Shell
rechazo terceros,0.0,,,10,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,0.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,10,2020,Blue Shell
Ingreso Materia Prima Neta Propia,0.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,10,2020,Blue Shell
Unidades por kilo mmpp propia*,0.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,10,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,0.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,10,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,0.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,10,2020,Blue Shell
Unidades por kilo mmpp terceros*,0.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,10,2020,Blue Shell
Ingreso Materia Prima Neta Propia,,,,11,2020,Blue Shell
Unidades por kilo mmpp propia*,,,,11,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,,,,11,2020,Blue Shell
Unidades por kilo mmpp terceros*,,,,11,2020,Blue Shell
rechazo propio,,,,11,2020,Blue Shell
rechazo terceros,,,,11,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,,,,11,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,,,,11,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,552250.0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,,11,2020,Blue Shell
Ingreso Materia Prima Neta Propia,511011.0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,,11,2020,Blue Shell
Unidades por kilo mmpp propia*,72.0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,,11,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1567070.0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,,11,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1397393.0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,,11,2020,Blue Shell
Unidades por kilo mmpp terceros*,65.0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,,11,2020,Blue Shell
rechazo propio,0.07467451335445903,,,11,2020,Blue Shell
rechazo terceros,0.10827659262189947,,,11,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,552250.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,11,2020,Blue Shell
Ingreso Materia Prima Neta Propia,511011.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,11,2020,Blue Shell
Unidades por kilo mmpp propia*,72.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,11,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,1567070.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,11,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,1397393.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,11,2020,Blue Shell
Unidades por kilo mmpp terceros*,65.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,11,2020,Blue Shell
Ingreso Materia Prima Neta Propia,,,,12,2020,Blue Shell
Unidades por kilo mmpp propia*,,,,12,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,,,,12,2020,Blue Shell
Unidades por kilo mmpp terceros*,,,,12,2020,Blue Shell
rechazo propio,,,,12,2020,Blue Shell
rechazo terceros,,,,12,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,,,,12,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,,,,12,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,,12,2020,Blue Shell
Ingreso Materia Prima Neta Propia,,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,,12,2020,Blue Shell
Unidades por kilo mmpp propia*,,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,,12,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,,Total Kilos mmpp de centros de terceros ingresados a planta al mes,,12,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,,12,2020,Blue Shell
Unidades por kilo mmpp terceros*,,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,,12,2020,Blue Shell
Ingreso Materia Prima Bruta Propia,1125510.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,12,2020,Blue Shell
Ingreso Materia Prima Neta Propia,1028066.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,12,2020,Blue Shell
Unidades por kilo mmpp propia*,64.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,12,2020,Blue Shell
Ingreso Materia Prima Bruta Terceros,958490.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,12,2020,Blue Shell
Ingreso Materia Prima Neta Terceros,841429.0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,12,2020,Blue Shell
Unidades por kilo mmpp terceros*,66.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,12,2020,Blue Shell
rechazo propio,0.086577640358593,,,12,2020,Blue Shell
rechazo terceros,0.1221306429905372,,,12,2020,Blue Shell
Ingreso Materia Prima Propia,2257413.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,1,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1763480.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,1,2020,Data Mussel
Unidades por kilo mmpp propia*,61.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,1,2020,Data Mussel
Ingreso Materia Prima Terceros,1084872.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,1,2020,Data Mussel
Unidades por kilo mmpp terceros*,64.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,1,2020,Data Mussel
Ingreso Materia Prima Propia,2957168.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,2,2020,Data Mussel
Ingreso Materia Prima Neta Propia,2247137.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,2,2020,Data Mussel
Unidades por kilo mmpp propia*,57.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,2,2020,Data Mussel
Ingreso Materia Prima Terceros,977839.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,2,2020,Data Mussel
Unidades por kilo mmpp terceros*,58.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,2,2020,Data Mussel
Ingreso Materia Prima Propia,4175218.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,3,2020,Data Mussel
Ingreso Materia Prima Neta Propia,3273434.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,3,2020,Data Mussel
Unidades por kilo mmpp propia*,58.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,3,2020,Data Mussel
Ingreso Materia Prima Terceros,1048480.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,3,2020,Data Mussel
Unidades por kilo mmpp terceros*,60.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,3,2020,Data Mussel
Ingreso Materia Prima Propia,4357352.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,4,2020,Data Mussel
Ingreso Materia Prima Neta Propia,3433182.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,4,2020,Data Mussel
Unidades por kilo mmpp propia*,55.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,4,2020,Data Mussel
Ingreso Materia Prima Terceros,0.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,4,2020,Data Mussel
Unidades por kilo mmpp terceros*,0.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,4,2020,Data Mussel
Ingreso Materia Prima Propia,5337992.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,5,2020,Data Mussel
Ingreso Materia Prima Neta Propia,4536272.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,5,2020,Data Mussel
Unidades por kilo mmpp propia*,59.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,5,2020,Data Mussel
Ingreso Materia Prima Terceros,653854.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,5,2020,Data Mussel
Unidades por kilo mmpp terceros*,62.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,5,2020,Data Mussel
Ingreso Materia Prima Propia,6466206.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,6,2020,Data Mussel
Ingreso Materia Prima Neta Propia,5728102.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,6,2020,Data Mussel
Unidades por kilo mmpp propia*,60.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,6,2020,Data Mussel
Ingreso Materia Prima Terceros,835522.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,6,2020,Data Mussel
Unidades por kilo mmpp terceros*,62.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,6,2020,Data Mussel
Ingreso Materia Bruta Prima Propia,6271082.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,7,2020,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,5491312.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,7,2020,Data Mussel
Unidades por kilo mmpp propia*,60.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,7,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,994591.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,7,2020,Data Mussel
Unidades por kilo mmpp terceros*,62.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,7,2020,Data Mussel
Ingreso Materia Bruta Prima Propia,2925309.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,8,2020,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2516696.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,8,2020,Data Mussel
Unidades por kilo mmpp propia*,62.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,8,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,710357.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,8,2020,Data Mussel
Unidades por kilo mmpp terceros*,63.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,8,2020,Data Mussel
Ingreso Materia Bruta Prima Propia,139724.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,9,2020,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,116906.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,9,2020,Data Mussel
Unidades por kilo mmpp propia*,74.6,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,9,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,409264.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,9,2020,Data Mussel
Unidades por kilo mmpp terceros*,66.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,9,2020,Data Mussel
Ingreso Materia Bruta Prima Propia,1210219.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,11,2020,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,965927.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,11,2020,Data Mussel
Unidades por kilo mmpp propia*,58.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,11,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2714180.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,11,2020,Data Mussel
Unidades por kilo mmpp terceros*,60.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,11,2020,Data Mussel
Ingreso Materia Bruta Prima Propia,1858391.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,12,2020,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,1513207.0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,12,2020,Data Mussel
Unidades por kilo mmpp propia*,56.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,12,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2552391.0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,12,2020,Data Mussel
Unidades por kilo mmpp terceros*,57.0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,12,2020,Data Mussel
